BLDG_A,BLDG_B,BLDG_C,BLDG_D,BLDG_E,BLDG_F,CENTRAL
69.4881,1.05456,40.9292,114.64,39.0187,19.1014,284.232
39.7353,0,24.7786,37.4343,24.7965,5.84687,132.592
34.2781,0,21.486,10.1295,15.288,5.01137,86.1929
23.9151,0,15.2413,0,3.91386,3.71272,46.783
16.7996,0,10.873,0,0,2.77347,30.446
7.26153,0,5.01185,0,0,1.56172,13.8351
0,0,0,0,0,0.0921064,0.0921064
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.0845821,0.0845821
1.95663,0,1.02103,0,0,0.794101,3.77176
9.85739,0,5.76571,0,0,1.7381,17.3612
17.6216,0,10.5888,0,0,2.67011,30.8805
28.4671,0,17.233,2.46766,5.91967,4.00122,58.0886
29.7478,0,18.0814,6.86969,11.9137,4.16787,70.7804
33.9331,0,20.7171,13.138,19.8729,5.51234,93.1735
37.9584,0,23.2523,58.4957,26.2396,6.84717,152.793
41.1983,0,25.295,82.3614,31.0425,7.92751,187.825
40.1155,0,25.1023,77.3664,28.4951,8.07235,179.152
31.8246,0,19.7622,9.08801,14.4456,4.67868,79.7991
27.4489,0,17.1392,0,6.96988,4.15988,55.7178
32.9296,0,20.5545,1.88375,17.1201,4.87094,77.3589
44.4043,0,27.5681,61.2359,32.6741,6.32389,172.206
39.3065,0,24.4464,40.4441,24.1773,5.66915,134.044
21.3484,0,13.4665,0,2.4063,3.38172,40.6029
11.2339,0,7.2892,0,0,2.10523,20.6283
3.43243,0,2.41591,0,0,1.07039,6.91873
0,0,0,0,0,0.415799,0.415799
0,0,0,0,0,0.0269057,0.0269057
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.402985,0.402985
11.9452,0,6.38705,0,0,1.98757,20.3198
15.9421,0,9.01896,0,0,2.491,27.4521
24.441,0,14.2937,0,0,3.52396,42.2586
32.4433,0,19.2628,5.86666,9.67547,5.00089,72.2491
44.3014,0,26.5996,24.2733,32.2069,8.62267,136.004
45.7398,0,28.2122,61.0155,35.9256,9.05592,179.949
48.735,0,29.2773,74.5263,37.9402,9.25623,199.735
54.3467,0,31.3563,91.3142,41.3782,9.8905,228.286
110.42,27.0917,75.0649,153.887,55.4723,33.785,455.721
96.7214,15.8593,62.8837,132.864,48.1264,28.6189,385.074
37.6136,0,23.181,15.8218,20.5231,5.43588,102.575
30.4772,0,18.9059,0,7.98869,4.48573,61.8575
23.5117,0,14.7997,0,2.43186,3.59027,44.3335
15.6183,0,9.9705,0,0,2.50495,28.0937
7.40256,0,4.92457,0,0,1.4402,13.7673
0.253927,0,0.251343,0,0,0.200102,0.705372
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.423182,0,0.163143,0,0,0.34414,0.930465
9.8946,0,5.95486,0,0,1.55008,17.3995
12.5183,0,7.55129,0,0,1.90341,21.973
5.43343,0,3.35055,0,0,1.09765,9.88162
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.080233,0.080233
1.53509,0,1.22174,0,0,0.745861,3.50269
8.19897,0,5.37369,0,0,1.50101,15.0737
10.5995,0,6.7923,0,0,1.78285,19.1747
17.4436,0,11.0049,0,0,2.68916,31.1377
24.3294,0,15.2243,0,2.71979,3.58266,45.8562
27.6671,0,17.2511,2.5201,9.5658,3.99031,60.9944
32.8246,0,20.4239,13.4752,17.5291,4.67238,88.9252
35.842,0,22.3555,32.5892,20.3057,5.16734,116.26
31.3732,0,19.6631,17.2162,12.9034,4.6222,85.778
20.5608,0,13.1302,0,2.02064,3.25675,38.9684
14.3698,0,9.32039,0,0,2.44604,26.1363
5.16012,0,3.66904,0,0,1.2929,10.1221
2.85158,0,2.2153,0,0,0.975861,6.04273
1.97464,0,1.6187,0,0,0.818009,4.41135
6.05886,0,4.04685,0,0,1.27969,11.3854
10.1501,0,6.47754,0,0,1.7448,18.3724
8.96627,0,5.71405,0,0,1.57367,16.254
4.81831,0,3.18886,0,0,1.09979,9.10696
0,0,0,0,0,0,0
0,0,0,0,0,0.287477,0.287477
4.95614,0,3.42667,0,0,1.32605,9.70887
14.3256,0,8.93502,0.0195039,0,2.38459,25.6647
16.0138,0,10.0088,8.08286,0,2.6446,36.7501
27.0388,0,16.7421,17.8963,0,4.0021,65.6793
31.8585,0,19.7041,19.753,13.1243,4.80607,89.246
38.7276,0,23.9396,21.8351,24.4101,5.95235,114.865
46.4589,0,28.7487,96.4406,35.95,8.08913,215.687
48.1737,0,29.8002,109.71,39.1863,9.90736,236.778
51.2691,0,44.3252,131.665,44.5551,23.2984,295.113
110.018,15.073,84.2995,159.093,50.6297,34.8011,453.915
152.155,22.8758,98.1762,168.552,51.8204,38.3499,531.929
99.0256,8.48338,75.2659,118.44,45.9395,28.7341,375.888
111.517,9.52777,82.3017,124.695,46.5503,31.9477,406.54
64.7627,2.30999,49.3346,96.4838,41.1649,20.1993,274.255
43.2271,0,26.9056,60.3256,30.7109,6.65306,167.822
35.5863,0,22.1502,17.3741,18.2883,5.18617,98.5851
30.8481,0,19.1787,0,10.3668,4.55355,64.9472
23.7705,0,14.8296,0,1.55689,3.65418,43.8112
21.7892,0,13.5788,0,0,3.34827,38.7162
17.0155,0,10.6035,0,0,2.65673,30.2757
7.51978,0,4.84368,0,0,1.50212,13.8656
0.899464,0,0.827827,0,0,0.75156,2.47885
0,0,0,0,0,0.260392,0.260392
5.19838,0,3.36802,0,0,1.47581,10.0422
22.373,0,13.5463,0,0,3.43095,39.3502
37.1419,0,22.372,0,6.32816,5.20866,71.0507
47.971,0,28.9626,0,33.1632,6.56809,116.665
61.2511,0,37.4945,157.617,56.6843,15.5791,328.626
185.02,30.4206,125.224,221.638,66.1529,46.9999,675.455
416.604,76.1435,211.052,293.368,79.956,77.1343,1154.26
654.87,126.699,314.796,388.831,100.809,112.11,1698.11
757.508,148.648,356.14,420.075,107.791,124.5,1914.66
840.239,164.784,391.146,449.78,113.485,135.61,2095.04
963.677,189.388,445.809,501.53,124.167,154.003,2378.57
1024.87,198.341,477.928,539.334,129.658,166.46,2536.59
922.982,176.692,441.337,457.035,121.106,151.103,2270.25
704.329,127.103,341.276,366.902,96.0039,116.804,1752.42
553.938,91.7441,278.372,297.267,86.0137,94.963,1402.3
457.665,68.1664,231.389,269.666,78.6409,79.4311,1184.96
309.447,31.5708,163.938,220.972,64.3812,58.0979,848.408
162.099,2.14254,98.062,171.095,50.1439,36.9093,520.451
60.4302,0,47.4482,131.502,39.0353,20.4734,298.89
47.5758,0,29.7074,105.264,32.9002,10.3816,225.829
39.0998,0,24.5036,57.8374,21.2064,5.61881,148.266
29.8597,0,18.8473,8.41366,7.61716,4.45505,69.1929
16.9643,0,10.9727,0,0,2.89922,30.8362
7.05517,0,4.90307,0,0,1.78343,13.7417
16.6979,0,10.5583,0,0,2.91867,30.1748
32.1057,0,19.6593,0,6.36414,4.73075,62.8598
37.6665,0,22.8837,11.3936,18.4017,5.40629,95.7519
42.6017,0,25.8788,52.1964,28.488,6.03894,155.204
48.9956,0,29.7695,133.597,40.7119,8.97094,262.045
110.509,1.78962,76.6813,190.371,54.2481,37.639,471.239
383.614,69.1907,190.786,268.878,73.4067,69.4909,1055.37
464.648,85.6105,220.453,286.212,77.8598,78.0219,1212.81
547.532,104.798,256.425,314.518,84.5607,89.5476,1397.38
705.981,140.339,325.287,375.594,99.398,112.169,1758.77
719.467,142.592,332.664,381.107,99.9035,114.899,1790.63
587.023,110.988,279.725,335.195,86.4191,98.6619,1498.01
342.13,57.879,181.357,218.776,63.878,64.8071,928.827
182.5,21.5164,114.368,160.699,47.7221,43.0096,569.815
64.3312,1.83441,48.5794,101.542,35.1794,18.6585,270.125
39.4773,0,24.9244,55.2824,23.3593,5.57549,148.619
32.9408,0,20.862,12.0304,11.9007,4.69169,82.4257
30.1159,0,19.0629,0,7.01517,4.27477,60.4687
22.7255,0,14.5,0,0.633238,3.29809,41.1568
19.3874,0,12.4498,0,0,2.88298,34.7202
16.0792,0,10.3859,0,0,2.41693,28.882
14.2365,0,9.22064,0,0,2.18743,25.6446
8.57545,0,5.7281,0,0,1.54908,15.8526
0,0,0,0,0,0.272074,0.272074
1.94593,0,1.56096,0,0,0.817521,4.32441
5.9453,0,4.21053,0,0,1.35986,11.5157
8.53562,0,5.73366,0,0,1.67638,15.9457
10.6367,0,7.08159,0,0,2.0169,19.7351
19.626,0,12.5753,0,0,3.14629,35.3475
24.7226,0,15.6953,0,0.375037,3.78656,44.5795
31.1025,0,19.5697,21.515,14.1981,4.55448,90.9398
37.641,0,23.571,87.7906,24.9129,6.04587,179.961
40.3246,0,25.2178,114.831,29.2841,7.40958,217.067
45.6607,0,49.6151,144.794,37.3115,25.2638,302.645
119.697,0,78.461,160.377,40.7707,32.4394,431.745
76.5106,0,62.4931,143.673,35.5821,27.2114,345.47
43.6916,0,45.978,101.587,31.5965,20.0406,242.894
51.2506,0,54.7233,106.792,33.0748,23.042,268.883
61.5146,0,60.3065,115.873,38.6453,25.8792,302.219
44.9383,0,34.6818,94.2695,33.7192,14.8856,222.494
39.9872,0,25.0444,59.8144,25.4335,5.8516,156.131
47.2615,0,29.4257,86.5186,35.4646,10.2021,208.873
55.7226,0,49.7228,127.06,47.3771,25.8931,305.775
54.182,0,55.1718,124.767,45.3798,23.8515,303.353
66.0871,0,72.536,137.255,48.4021,28.8367,353.117
64.5328,0,64.7288,131.742,46.9689,26.9347,334.908
47.7407,0,29.6171,84.6475,34.1898,8.29504,204.49
36.7011,0,22.976,20.6809,14.6906,5.5492,100.598
31.9429,0,19.932,6.70338,7.16457,4.83159,70.5745
38.2405,0,23.7523,39.2419,17.4366,5.60033,124.272
46.1238,0,28.5501,80.99,29.469,6.83836,191.971
44.3641,0,27.4652,76.1544,27.2055,7.18159,182.371
57.6206,0,53.2461,159.316,41.5048,30.8651,342.553
155.937,1.29196,105.809,188.539,50.2201,44.3319,546.129
263.145,32.7828,142.135,213.165,56.7099,54.1136,762.052
201.148,19.5934,122.634,200.788,51.1142,49.6535,644.93
145.197,7.80329,102.064,183.148,45.9558,43.8336,528.002
168.382,14.1782,112.69,192.273,48.7495,47.5513,583.823
169.081,15.2899,112.508,191.317,49.2602,47.4215,584.877
95.9125,1.13161,80.5901,162.777,42.5169,36.997,419.925
48.3908,0,30.7258,81.6295,31.1058,16.3606,208.213
48.5699,0,30.2858,75.7213,30.803,14.6747,200.055
46.5527,0,29.0998,64.5078,31.6095,10.4515,182.221
46.4197,0,28.9635,57.0486,31.4125,6.6849,170.529
45.8082,0,28.5319,47.9157,29.8818,6.56008,158.698
45.366,0,28.2484,42.4901,28.4266,6.51172,151.043
43.7383,0,27.2231,33.0948,25.8983,6.28688,136.241
45.6232,0,28.3177,41.7256,29.2229,6.4735,151.363
48.3103,0,29.9168,54.5139,33.5224,6.77865,173.042
51.7325,0,32.0123,72.1105,38.2284,7.23365,201.317
50.2224,0,31.1487,68.8998,34.6548,7.12837,192.054
42.007,0,26.2752,28.2085,19.6015,6.27558,122.368
50.577,0,31.478,84.9407,30.5513,7.37298,204.92
54.3809,0,33.7916,119.219,37.7167,21.432,266.54
54.3389,0,56.0351,135.135,38.6813,29.6067,313.797
78.7141,0,86.389,158.231,42.4493,38.2667,404.05
257.576,5.05935,157.251,254.599,55.9597,63.7894,794.234
338.366,32.5894,186.541,271.775,61.417,71.9096,962.597
438.888,57.0567,226.323,306.796,69.2673,84.425,1182.76
531.557,78.9672,267.159,344.213,78.4592,98.1274,1398.48
542.254,82.2618,269.335,342.542,78.6969,98.102,1413.19
546.303,83.436,268.03,337.355,78.0373,96.7591,1409.92
550.277,84.1779,268.202,335.913,77.7855,96.399,1412.75
463.664,64.3433,229.648,300.149,68.715,83.5433,1210.06
361.762,44.5559,190.464,233.059,61.0413,68.5889,959.471
390.31,50.7317,203.566,245.734,64.0965,73.144,1027.58
370.539,45.0431,199.29,234.535,67.8955,71.6692,988.972
299.167,26.179,164.93,209.85,63.2474,59.39,822.764
106.504,0,73.4365,137.103,42.6393,28.7316,388.414
41.3474,0,25.7495,77.3767,26.4581,7.33893,178.271
40.8958,0,25.4259,65.7494,24.9231,5.87668,162.871
44.6004,0,27.5966,74.9398,30.1628,6.28897,183.589
41.188,0,25.4602,51.1382,24.4923,5.81158,148.09
38.9095,0,24.0263,32.0443,20.401,5.50605,120.887
36.3676,0,22.4714,8.15226,15.3452,5.20893,87.5454
25.9905,0,16.2418,0,0,4.04594,46.2782
27.6105,0,18.0841,18.6964,0,7.9108,72.3018
58.5482,0,30.9785,45.0655,18.6117,12.08,165.284
75.1543,0,38.0745,118.176,34.5674,14.3121,280.284
69.6643,0,35.2261,107.668,28.9946,13.4422,254.995
70.8364,0,36.2745,126.044,34.3834,13.3707,280.909
82.7129,0,65.2073,178.319,48.3759,32.8551,407.47
250.424,29.1336,130.534,215.042,58.7654,51.4986,735.397
401.235,68.9959,195.924,267.163,71.8432,71.5441,1076.7
461.68,83.1779,222.157,289.147,76.8237,80.2119,1213.2
544.347,101.313,259.311,323.738,84.4146,92.827,1405.95
631.474,119.549,299.847,364.096,92.8052,106.967,1614.74
543.419,97.4205,265.305,336.7,83.6811,96.6271,1423.15
397.333,63.6419,203.343,279.375,68.8356,76.1568,1088.68
287.262,38.5262,156.473,236.994,57.2974,60.5825,837.136
82.0328,3.77365,57.1405,127.766,35.0224,24.2505,329.986
32.9593,0,21.1965,26.9111,13.5138,6.89394,101.475
22.163,0,14.1553,0,0.342734,4.0412,40.7023
14.6739,0,9.51109,0,0,2.51584,26.7008
10.1733,0,6.7205,0,0,1.90742,18.8012
5.46055,0,3.81503,0,0,1.2342,10.5098
0.950524,0,0.937599,0,0,0.598722,2.48685
0,0,0,0,0,0.146591,0.146591
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.541093,0,0.349561,0,0,0.585971,1.47662
20.2643,0,12.6968,16.2013,0,5.8901,55.0525
27.848,0,17.2944,31.0935,0,7.50566,83.7416
27.8507,0,17.4039,27.2384,0.901065,6.989,80.3831
41.545,0,23.8914,32.7398,19.1095,8.7406,126.026
48.8549,0,28.4595,59.3534,32.4754,9.75036,178.894
58.4258,0,33.0503,116.699,41.9327,11.202,261.309
89.2425,13.108,68.9808,171.559,53.7706,33.3886,430.049
210.797,33.8609,115.404,195.116,58.0273,46.1655,659.371
246.469,42.4366,129.445,197.007,58.5657,48.6719,722.596
86.8351,6.85803,52.6669,118.112,37.7803,21.932,324.185
34.39,0,21.4249,23.7443,17.9303,5.33332,102.823
25.1421,0,15.8977,0,3.45639,3.83303,48.3292
17.7689,0,11.5925,0,0,2.88095,32.2424
13.0532,0,8.73279,0,0,2.20313,23.9891
1.84025,0,1.51502,0,0,0.562203,3.91747
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3.91594,0,2.07906,0,0,0.764772,6.75977
20.485,0,12.1912,0,0,2.84057,35.5168
30.8966,0,18.7375,2.93201,13.5404,4.14506,70.2515
33.2517,0,20.2512,9.99103,21.8919,4.76405,90.1499
37.9219,0,23.0894,16.859,30.2022,6.45678,114.529
41.1376,0,25.1482,21.8877,34.7325,7.59764,130.504
33.819,0,20.8294,15.7239,22.026,6.09923,98.4976
23.0021,0,14.3694,0,3.19221,3.51414,44.0778
14.3759,0,9.21522,0,0,2.41719,26.0083
3.88564,0,2.82621,0,0,1.01592,7.72777
0,0,0,0,0,0.0459618,0.0459618
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1.94941,0,0.893677,0,0,0.455433,3.29852
8.39102,0,4.86404,0,0,1.34546,14.6005
7.90218,0,4.80877,0,0,1.37443,14.0854
18.2175,0,11.2445,0,0,2.76194,32.224
33.3031,0,20.5418,4.3688,16.5476,4.71384,79.475
45.9369,0,28.2173,49.3257,38.6166,7.00199,169.098
60.7984,11.0219,51.7818,170.669,60.0524,28.5442,382.868
186.162,40.9414,125.992,171.166,66.4519,47.1388,637.852
199.145,33.4328,122.162,158.011,59.5488,44.5345,616.834
106.291,9.39889,86.2846,137.25,53.18,34.7085,427.114
43.7796,0,29.9291,68.6134,32.6445,10.0847,185.051
29.1255,0,18.1971,3.58327,9.83228,4.26506,65.0032
17.608,0,11.1259,0,0,2.77924,31.5132
10.3765,0,6.67276,0,0,1.84404,18.8933
11.8708,0,7.60802,0,0,2.04233,21.5212
8.85618,0,5.80212,0,0,1.64663,16.3049
4.08527,0,2.8722,0,0,1.04655,8.00402
0,0,0,0,0,0.0548472,0.0548472
0,0,0,0,0,0,0
0,0,0,0,0,0.10688,0.10688
3.64661,0,2.00341,0,0,1.0804,6.73042
11.1003,0,6.32511,0,0,1.84064,19.266
12.7769,0,7.39596,0,0,2.07936,22.2522
20.8449,0,12.4754,0,0,3.14688,36.4672
21.8242,0,13.2253,0,0,3.29895,38.3485
16.4016,0,9.86973,0,0,2.59104,28.8624
8.50188,0,5.06851,0,0,1.61938,15.1898
4.41583,0,2.66254,0,0,1.15244,8.23081
4.19042,0,2.6063,0,0,1.1622,7.95893
5.16144,0,3.24193,0,0,1.27934,9.68271
4.03056,0,2.5872,0,0,1.12841,7.74617
0,0,0,0,0,0.360025,0.360025
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5.36693,0,3.2001,0,0,0.899614,9.46665
7.25835,0,4.49725,0,0,1.23507,12.9907
7.68677,0,4.85456,0,0,1.35306,13.8944
10.5319,0,6.63538,0,0,1.76951,18.9368
5.7101,0,3.69074,0,0,1.18206,10.5829
0,0,0,0,0,0.151125,0.151125
0,0,0,0,0,0.257356,0.257356
3.79077,0,2.52787,0,0,1.00747,7.32612
6.01249,0,3.75856,0,0,1.20074,10.9718
2.47345,0,1.58798,0,0,0.743269,4.8047
0,0,0,0,0,0.296536,0.296536
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6.49311,0,4.26152,0,0,1.73219,12.4868
19.032,0,11.7252,0,0,3.0197,33.7769
26.7174,0,16.3658,12.3894,0,3.95455,59.4272
39.7975,0,24.3304,26.6662,22.5544,5.58592,118.934
48.7518,0,29.8109,67.768,39.7348,7.85624,193.922
60.6365,0,37.1105,176.192,59.4309,17.1763,350.546
232.847,52.4927,149.31,232.554,70.9563,56.384,794.545
349.419,69.3525,174.681,232.413,70.6501,60.549,957.065
336.054,65.4055,166.393,218.237,66.5441,57.3636,909.997
414.225,81.999,201.236,250.31,73.3776,69.6618,1090.81
298.288,54.4942,154.702,210.5,61.5243,55.679,835.187
66.9887,3.13564,52.1673,118.915,37.3135,22.8548,301.375
35.4585,0,22.221,43.0619,16.6702,5.70097,123.113
27.7916,0,17.7491,1.76777,6.55751,4.15729,58.0233
22.5982,0,14.5785,0,0.613819,3.41166,41.2022
13.7842,0,9.18427,0,0,2.2602,25.2286
7.56942,0,5.36381,0,0,1.43707,14.3703
2.0375,0,1.81416,0,0,0.689412,4.54108
0,0,0.231526,0,0,0.325967,0.557494
0,0,0,0,0,0.0134682,0.0134682
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3.86827,0,2.55825,0,0,1.11588,7.5424
7.5768,0,4.93987,0,0,1.52697,14.0436
7.4071,0,4.84303,0,0,1.47197,13.7221
15.5523,0,9.80544,0,0,2.46081,27.8186
22.4477,0,14.0401,0,0,3.32884,39.8166
29.7698,0,18.5346,5.38399,13.3586,4.25662,71.3036
38.0565,0,23.6149,17.0317,26.7173,5.30804,110.728
40.9474,0,25.401,58.1835,31.3892,5.71677,161.638
37.164,0,23.1604,41.1542,24.7039,5.3641,131.547
29.2586,0,18.4158,0,10.6861,4.36623,62.7266
19.5834,0,12.5661,0,0.338771,3.11717,35.6055
10.2419,0,6.9773,0,0,1.91966,19.1388
5.38908,0,3.98893,0,0,1.22736,10.6054
0.222151,0,0.313838,0,0,0.289591,0.82558
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.534808,0.534808
17.247,0,10.6338,0,0,2.76187,30.6427
21.8651,0,13.2445,0,0,3.24638,38.356
31.7055,0,19.2273,0.0228306,7.44968,4.45147,62.8568
42.858,0,26.0337,28.6955,30.5402,5.8404,133.968
52.2837,0,31.8227,122.6,47.3827,8.48539,262.575
129.165,25.2069,81.8525,174.136,58.0005,35.7739,504.135
190.063,36.3954,107.451,175.145,56.9827,40.1471,606.184
199.668,36.6415,110.863,171.859,55.1246,40.7117,614.869
134.365,20.1164,83.9258,145.612,47.2174,32.3866,463.623
43.2406,0,31.2028,93.2193,32.8447,14.1606,214.668
39.8512,0,24.7385,47.3584,25.4102,5.73104,143.089
38.727,0,24.0804,37.3209,22.1097,5.56641,127.804
34.8051,0,21.7516,16.1569,18.5548,5.05853,96.327
27.3452,0,17.1503,0,6.54923,4.05309,55.0977
17.7532,0,11.2593,0,0,2.82808,31.8407
13.6657,0,8.70309,0,0,2.27153,24.6403
15.5343,0,9.78899,0,0,2.46174,27.785
16.254,0,10.172,0,0,2.48848,28.9145
20.0707,0,12.4673,0,0,2.92645,35.4645
19.2504,0,11.9954,0,0,2.85138,34.0972
13.1854,0,8.3992,0,0,2.21167,23.7963
2.56586,0,2.08895,0,0,1.08831,5.74312
2.32621,0,1.88207,0,0,1.04393,5.25221
13.8206,0,8.81899,0,0,2.45266,25.0923
24.4491,0,15.2398,0,0,3.75349,43.4424
25.9272,0,16.1821,0,0,3.99367,46.1029
31.2337,0,19.3979,2.65946,5.97525,4.60233,63.8687
38.4053,0,23.7283,14.1459,21.3839,5.68802,103.351
46.0138,0,28.3675,78.8796,34.4343,8.15635,195.851
45.8288,0,28.2603,85.0923,35.0186,8.24076,202.441
44.2381,0,27.3156,78.3984,32.8667,7.92434,190.743
48.3524,0,30.316,105.106,38.4562,14.1417,236.373
50.3499,0,39.0393,117.915,41.1009,20.9525,269.358
45.6334,0,29.1888,89.5397,33.4483,11.7298,209.54
36.6096,0,22.7915,13.2472,18.8532,5.22187,96.7234
30.9402,0,19.3511,0,9.33818,4.52064,64.1502
23.6864,0,14.9864,0,3.00812,3.6316,45.3125
19.4947,0,12.3577,0,0,3.03617,34.8886
9.02783,0,5.921,0,0,1.70714,16.656
5.76974,0,3.8602,0,0,1.26397,10.8939
0.790721,0,0.557375,0,0,0.321824,1.66992
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.13886,0,0,0.511883,0.650743
8.03573,0,5.10532,0,0,1.55668,14.6977
15.9041,0,9.87779,0,0,2.48187,28.2637
22.1504,0,13.6916,0,0,3.22478,39.0668
32.5332,0,20.0472,6.96737,15.9499,4.51847,80.0162
34.1174,0,21.0629,12.0797,19.8612,4.74764,91.8687
33.1616,0,20.5365,12.169,18.526,4.67121,89.0643
25.78,0,16.0977,5.63698,6.72352,3.80198,58.0401
15.9737,0,10.1933,0,0,2.64451,28.8116
7.39731,0,5.00612,0,0,1.55114,13.9546
0.482159,0,0.437886,0,0,0.298734,1.21878
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.0229012,0.0229012
1.37982,0,0.752333,0,0,0.476266,2.60842
3.8645,0,2.35125,0,0,0.81864,7.03439
0.341838,0,0.265695,0,0,0.326208,0.933741
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
