BLDG_A,BLDG_B,BLDG_C,BLDG_D,BLDG_E,BLDG_F,CENTRAL
1664.27,302.186,768.229,768.216,186.519,256.733,3946.15
1679.92,302.738,770.039,783.526,188.87,257.303,3982.4
1577.68,283.267,722.859,728.614,180.233,238.861,3731.51
1600.92,288.14,736.222,739.61,184.995,243.018,3792.91
1768.92,323.409,817.038,816.786,205.484,271.122,4202.76
1705.83,307.706,787.959,797.571,200.175,261.954,4061.2
1524.65,258.03,703.343,760.826,180.7,237.963,3665.51
1634.59,284.997,739.779,810.942,182.742,249.877,3902.93
1936.34,353.886,876.226,935.219,211.355,296.204,4609.23
2169.24,403.965,988.483,1042.1,236.266,336.103,5176.16
2234.58,416.123,1024.92,1079.61,243.377,351.27,5349.88
2401.35,444.004,1095.26,1247.3,254.534,383.341,5825.8
2401.27,446.176,1087.51,1218.5,251.129,377.522,5782.11
2567.22,481.83,1158.34,1280,265.945,400.53,6153.87
2680.53,505.193,1208.98,1326.22,276.617,417.549,6415.09
2706.77,509.443,1219.58,1333.23,278.073,420.684,6467.78
2643.3,494.963,1187.46,1295.2,269.883,408.538,6299.35
2570.69,478.336,1153.48,1258.26,261.487,396.469,6118.73
2600.68,483.695,1167.76,1273.96,264.815,401.823,6192.73
2480.81,463.768,1124.03,1143.2,257.5,380.787,5850.09
2257.3,413.592,1024.02,1052.03,233.892,347.318,5328.15
2042.41,376.092,938.704,929.939,217.932,317.286,4822.36
1966.02,355.475,904.436,890.975,211.992,304.261,4633.16
1945.5,351.85,905.138,887.945,213.683,304.916,4609.04
1956.45,355.69,912.794,895.092,217.33,308.719,4646.08
1903.63,343.823,882.052,876.684,211.146,299.233,4516.57
1933.2,354.739,896.233,877.795,216.328,302.976,4581.27
1970.83,364.027,913.283,892.885,221.255,308.594,4670.87
1870.38,341.821,867.017,853.876,210.992,293.022,4437.1
1710.82,305.441,797.468,797.241,195.735,270.743,4077.44
1447.92,237.391,682.657,732.347,169.355,237.462,3507.14
1474.4,245.574,686.039,760.031,167.308,237.34,3570.69
1584.44,275.18,728.296,798.459,177.649,251.798,3815.82
1601.67,282.14,738.77,801.73,179.338,255.531,3859.18
1534.48,268.045,709.772,772.138,172.181,245.905,3702.52
1562.28,271.634,711.116,825.093,170.118,249.153,3789.39
1605.62,281.3,724.812,826.334,171.751,251.456,3861.27
1665.99,292.455,748.048,844.543,175.098,258.139,3984.28
1688.91,296.5,758.193,851.729,176.613,261.362,4033.31
1673.75,292.971,751.854,843.598,174.856,259.235,3996.26
1786.67,319.383,797.145,880.423,185.695,273.157,4242.48
2030.88,373.779,902.09,979.591,210.376,307.78,4804.5
2101.55,389.516,932.116,1010.04,217.762,317.81,4968.79
1941.17,359.752,865.786,887.214,204.509,290.529,4548.96
1903.39,352.05,848.315,870.587,200.467,284.43,4459.24
1773.25,329.733,796.108,774.06,190.519,263.424,4127.09
1640.27,298.708,738.704,714.267,178.062,242.418,3812.43
1451.52,257.46,661.124,648.384,161.932,219.529,3399.95
1320.16,228.654,608.98,607.141,151.635,204.253,3120.82
1199.66,201.328,553.113,569.064,139.796,186.638,2849.59
1264.73,218.753,595.765,600.125,152.011,202.48,3033.86
1275.29,222.177,606.858,610.664,156.304,207.387,3078.68
1159.87,198.587,549.744,558.409,144.666,187.087,2798.37
1130.48,188.998,535.912,552.243,142.155,182.674,2732.46
1052.89,159.411,504.871,564.427,134.659,177.428,2593.68
1167.44,186.669,548.888,620.302,139.464,191.885,2854.65
1223.16,203.544,566.878,632.182,142.059,195.722,2963.55
1225.82,206.274,566.606,630.057,141.875,195.076,2965.71
1325.81,228.586,614.771,674.24,153.385,212.977,3209.77
1531.54,271.126,696.511,807.125,170.251,244.282,3720.83
1593.52,287.952,715.174,809.665,174.151,247.792,3828.26
1678.63,308.861,743.693,825.957,180.097,254.914,3992.15
1844.31,345.036,819.217,900.32,197.13,280.901,4386.92
1975.28,372.854,880.562,963.158,210.643,302.347,4704.84
2144.37,408.338,959.235,1044.35,227.933,329.726,5113.95
2243.19,428.244,1003.75,1089.56,237.117,344.715,5346.57
2336.61,444.994,1049.03,1141.96,246.343,361.169,5580.11
2418.98,466.945,1095.11,1103.28,258.696,370.603,5713.61
2490.69,479.107,1127.84,1135.55,264.744,381.442,5879.37
2640.03,513.625,1207.27,1165.64,284.134,406.092,6216.79
2615.37,501.886,1198.65,1155.72,281.193,401.051,6153.87
2572.62,489.709,1182.32,1146.08,277.173,396.224,6064.13
2625.49,498.045,1208.58,1176.86,283.452,406.379,6198.81
2673.8,503.742,1225.19,1205.75,286.871,412.537,6307.89
2650.75,500.087,1212.97,1183.8,284.589,406.557,6238.75
2590.76,485.698,1184.85,1158.19,277.822,396.545,6093.86
2408,445.222,1096.3,1078.33,257.207,365.506,5650.57
2403.08,441.399,1102.52,1092.47,259.521,370.147,5669.13
2324.01,413.418,1071.59,1104.62,252.776,365.541,5531.95
2442.55,443.33,1109.51,1172.25,259.116,377.155,5803.91
2698.59,504.408,1227.54,1278.25,284.934,417.943,6411.66
2891.56,544.912,1312.66,1348.2,302.376,446.009,6845.72
2808.35,524.678,1266.91,1302.14,289.758,428.945,6620.79
2847.22,525.551,1266.84,1386.47,285.02,433.533,6744.64
3025.27,564.203,1344.72,1453.74,301.626,458.953,7148.51
3346.42,630.703,1494.54,1608.14,334.528,511.834,7926.17
3573.51,678.109,1595.46,1705.83,356.826,545.913,8455.65
3651.73,694.014,1621.91,1722.06,361.892,552.345,8603.94
3808.94,723.978,1693.16,1795.81,376.836,576.913,8975.64
3875.61,733.902,1723.86,1829.52,382.255,587.666,9132.81
3964.28,749.025,1762.48,1870.12,390.045,600.799,9336.75
3900.48,741.878,1742.16,1727.04,388.078,583.881,9083.52
3828.57,721.271,1709.43,1698.91,378.917,572.667,8909.77
3758.75,727.589,1696.22,1649.12,379.694,567.258,8778.63
3902.98,755.544,1771.61,1724.56,398.745,594.171,9147.61
3750.36,719.204,1702.39,1666.38,382.888,570.646,8791.87
3536.84,670.193,1602.37,1578.71,359.932,536.43,8284.47
3471.42,651.243,1572.73,1563.89,353.221,527.823,8140.33
3588.18,677.818,1638.73,1613.51,370.322,551.124,8439.68
3408.26,639.05,1557.48,1535.24,352.434,523.257,8015.73
3225.07,599.992,1471.67,1454.71,333.852,493.812,7579.11
3068.91,564.706,1406.4,1400.43,320.607,473.964,7235.02
2678.67,471.053,1222.98,1267.16,279.152,415.833,6334.85
2750.66,493.691,1249.98,1312.33,284.804,425.061,6516.53
3069.9,564.941,1392.12,1433.02,316.39,472.839,7249.22
3143.03,581.526,1418.79,1450.73,321.61,480.785,7396.47
3075.26,566.832,1382.48,1414.81,312.407,467.555,7219.34
3205.97,587.41,1430.22,1558.8,319.281,490.839,7592.53
3284.92,606.919,1458.21,1570.22,325.007,497.576,7742.85
3426.68,638.736,1512.75,1614.29,336.783,513.813,8043.05
3509.86,657.673,1544.79,1637.25,343.924,523.015,8216.5
3695.65,696.329,1630.65,1724.96,363.244,553.037,8663.87
3678.26,690.636,1622.27,1716.02,360.36,549.936,8617.49
3671.13,686.675,1620.02,1715.13,358.934,549.442,8601.33
3720.4,693.95,1646.99,1749.78,364.657,560.337,8736.11
3620.2,678.786,1617.95,1615.76,360.959,543.419,8437.07
3373.98,621.687,1507.91,1518.42,334.3,506.758,7863.06
3065.2,574.79,1378.41,1382.2,307.231,463.11,7170.93
2855.64,530.754,1282.47,1294.37,287.655,429.731,6680.62
2705.87,498.183,1213.83,1233.08,273.932,406.24,6331.13
2467.71,443.928,1108.61,1140.73,251.27,371.654,5783.9
2312.01,406.178,1038.93,1084.76,236.594,349.381,5427.86
2198.51,383.186,987.288,1030.26,226.696,330.911,5156.85
2050.75,353.579,923.7,964.379,213.548,308.6,4814.56
1864.76,315.724,841.447,884.297,196.222,280.705,4383.16
1609.03,262.142,725.306,779.823,171.898,242.886,3791.08
1289.29,191.603,584.612,664.805,142.538,198.663,3071.51
1310.75,201.254,578.419,719.293,140.517,198.707,3148.94
1484.65,247.522,650.372,787.473,158.18,223.661,3551.85
1619.93,281.549,715.69,844.958,173.106,247.022,3882.26
1651.4,290.502,730.223,852.634,176.358,252.192,3953.31
1781.47,323.004,783.523,888.028,188.259,268.245,4232.53
1921.71,356.681,843.953,934.796,201.806,287.495,4546.44
2023.13,381.434,887.253,965.669,211.325,300.979,4769.79
2151.75,410.34,945.36,1018.79,224.57,320.717,5071.53
2302.31,444.159,1009.83,1076.22,239.455,341.735,5413.7
2521.13,492.067,1104.74,1165.53,261.327,373.191,5917.98
2551.49,496.154,1121.29,1185.9,264.164,379.653,5998.65
2414.94,461.116,1069.33,1148.19,250.588,364.734,5708.91
2284.43,427.776,1021.18,1113.72,238.517,351.288,5436.91
2235.58,413.012,1004.95,1105.89,233.773,347.402,5340.61
2143.65,395.542,963.607,1053.39,225.124,333.163,5114.47
1964.62,350.97,879.729,963.596,206.519,301.72,4667.15
1833.78,320.885,829.539,918.016,195.358,284.846,4382.42
1730.73,297.26,790.351,888.129,187.41,274.093,4167.98
1628.69,275.719,746.46,847.538,178.767,260.768,3937.94
1463.64,242.373,669.58,767.16,162.675,233.802,3539.23
1249.34,198.614,570.619,665.118,141.576,199.104,3024.37
1106.32,170.347,504.71,598.796,128.466,176.178,2684.82
1022.19,152.286,471.568,578.617,123.376,166.912,2514.95
988.176,143.122,461.045,589.857,124.695,166.384,2473.28
1192.15,192.58,540.857,674.686,140.114,191.763,2932.15
1413.51,244.539,635.057,760.511,160.385,222.049,3436.05
1523.14,269.504,682.546,805.027,170.295,237.071,3687.58
1441.47,251.777,642.684,763.384,160.276,223.268,3482.86
1624.62,295.023,716.352,821.314,176.726,246.559,3880.6
1854.72,347.414,816.351,909.816,199.067,279.654,4407.02
2018.58,385.28,889.281,970.508,214.842,303.232,4781.72
2004.1,380.253,890.038,975.487,213.397,304.916,4768.19
1986.55,373.271,891.89,985.794,212.251,307.899,4757.66
2004.9,375.485,903.742,999.379,214.078,312.745,4810.33
2126.48,401.228,956.757,1049.25,226.06,330.376,5090.15
2457.96,469.411,1111.74,1214.39,261.543,385.462,5900.51
2576.81,499.715,1175.53,1180.79,278.53,400.123,6111.49
2600.89,501.271,1183.02,1189.61,278.603,401.54,6154.93
2640.5,513.536,1205.92,1166.55,284.829,405.751,6217.09
2529.66,483.598,1154.07,1115.53,271.706,384.951,5939.51
2186.57,408.256,990.992,966.752,233.391,327.679,5113.65
1975.95,361.753,890.807,877.546,210.667,293.463,4610.18
1821.96,324.751,819.662,825.265,194.605,270.765,4257
1742.54,310.365,789.574,786.256,189.84,259.846,4078.42
1764.04,315.967,802.561,796.278,195.033,263.854,4137.73
1810.46,325.872,825.176,820.161,202.647,271.463,4255.78
1627.34,284.91,741.788,752.796,185.523,243.974,3836.33
1368.54,220.358,621.068,683.412,158.856,207.771,3260.01
1486.82,251.983,660.588,738.939,163.435,220.992,3522.75
1619.36,287.241,714.319,784.681,174.322,238.549,3818.47
1620.55,291.117,710.858,777.928,173.276,237.144,3810.87
1648.03,299.877,720.389,782.078,175.632,240.742,3866.75
1929.79,361.551,837.534,928.381,201.102,283.412,4541.77
2158.58,415.155,937.314,1010.19,223.712,315.746,5060.69
2343.05,456.046,1020.7,1085.94,241.831,343.946,5491.52
2491.1,489.311,1084.86,1139.62,256.166,364.711,5825.78
2663.96,527.511,1158.14,1202.38,272.788,388.251,6213.04
2801.11,555.342,1221.97,1265.22,286.752,410.578,6540.98
2884.92,570.841,1261.65,1305.47,294.944,424.663,6742.49
2930.2,577.304,1282.91,1329.2,299.024,432.372,6851.02
2903.26,574.983,1278.44,1253.41,299.854,424.958,6734.9
2769.59,540.841,1223.42,1206.9,285.517,407.349,6433.62
2358.22,463.474,1050.71,1011.81,247.091,347.239,5478.54
2014.8,382.219,896.244,874.094,211.729,294.501,4673.58
1814.18,336.182,824.026,812.863,195.464,271.641,4254.35
1627.44,294.014,745.962,746.397,179.089,246.452,3839.36
1585.77,281.582,723.818,739.486,175.971,240.188,3746.82
1621.56,291.648,745.889,749.084,184.072,246.837,3839.08
1550.2,276.134,714.323,718.499,178.564,235.358,3673.07
1435.16,250.9,659.759,669.832,167.656,216.342,3399.65
1296.75,219.552,600.389,623.858,156.386,198.1,3095.03
1124.72,174.173,520.661,591.818,139.862,176.2,2727.43
1320.83,222.651,593.885,672.754,152.376,200.275,3162.77
1611.89,291.909,717.416,779.247,179.036,240.836,3820.33
1763.96,327.162,782.534,835.457,193.072,261.903,4164.09
1792.8,333.503,791.961,844.107,194.343,264.578,4221.3
2117.53,398.062,937.835,1052.16,224.754,321.576,5051.91
2246.26,425.664,999.619,1110.03,236.9,343.398,5361.87
2265.21,429.407,1005.32,1106.07,235.71,343.777,5385.49
2321.02,441.767,1025.22,1113.32,239.075,348.523,5488.92
2438.93,467.682,1072.35,1149.14,249.358,362.699,5740.16
2601.4,501.375,1146.16,1221.4,265.738,388.084,6124.16
2852.14,552.922,1261.81,1340.07,291.622,428.534,6727.09
3017.74,583.324,1341.61,1430.09,308.583,457.635,7138.98
2869.8,553.89,1283.91,1285.05,296.259,430.924,6719.83
2666.97,504.745,1191.99,1203.82,272.743,399.81,6240.08
2338.49,443.879,1058.3,1042.89,243.985,353.764,5481.3
2108.11,386.633,955.117,949.453,221.158,319.148,4939.62
1924.39,344.814,884.977,884.767,205.689,296.261,4540.9
1685.46,292.149,785.924,793.925,184.279,264.429,4006.17
1428.06,235.625,666.09,691.352,158.503,225.369,3405
1240.48,201.101,583.563,599.546,143.034,196.533,2964.26
1174.08,190.078,556.857,571.003,140.179,187.564,2819.76
1096.41,175.782,521.743,539.427,135.648,175.562,2644.57
991.687,153.906,477.829,507.275,129.181,162.198,2422.08
808.53,107.545,391.885,469.376,111.903,137.523,2026.76
861.331,125.718,399.305,485.573,109.129,138.558,2119.61
1095.27,183.664,495.337,564.21,129.335,169.121,2636.94
1205.66,210.361,543.941,604.513,139.884,185.281,2889.64
1210.88,211.561,547.99,607.781,140.074,186.997,2905.29
1424.16,254.996,639.122,741.835,158.562,221.137,3439.81
1603.59,295.374,717.51,811.471,175.743,246.453,3850.14
1695.88,315.983,752.905,840.636,182.898,257.367,4045.67
1774.07,333.981,782.377,862.833,189.405,266.483,4209.15
1868.09,354.868,821.932,897.587,198.201,279.495,4420.18
1977.91,377.953,873.247,949.682,209.516,297.652,4685.96
2055.47,394.062,909.768,986.014,217.221,310.222,4872.76
2064.27,395.093,912.069,986.727,217.187,310.368,4885.71
2044.01,394.931,910.032,924.073,218.399,304.796,4796.24
1913.83,363.314,860.697,883.485,205.665,289.975,4516.96
1590.82,294.324,729.012,717.056,175.295,243.119,3749.63
1354.46,239.609,633.81,627.568,154.115,212.637,3222.2
1084.48,180.747,517.086,526.652,129.91,175.788,2614.66
985.261,160.219,470.786,487.651,122.626,160.139,2386.68
680.558,90.6317,334.317,379.315,93.0344,115.577,1693.43
533.572,62.9067,270.099,316.943,81.8052,92.4431,1357.77
455.713,48.868,232.845,285.78,76.2762,78.4572,1177.94
385.825,35.612,200.117,260.088,71.5641,66.9716,1020.18
341.87,28.4496,178.629,242.149,69.899,59.9823,920.978
224.721,0,124.266,214.369,59.3295,46.0168,668.702
369.003,33.8752,179.221,272.906,67.1061,64.0959,986.208
573.743,84.524,267.115,338.188,83.585,92.733,1439.89
604.247,93.7748,279.507,343.107,84.3146,96.831,1501.78
582.202,89.2545,273.025,336.546,81.7724,95.7629,1458.56
693.6,113.062,319.079,405.014,90.3378,113.408,1734.5
837.707,147.528,379.99,452.2,103.781,132.493,2053.7
990.591,182.205,445.648,510.79,118.201,153.947,2401.38
1110.87,209.012,498.896,559.871,130.237,171.672,2680.56
1181.67,224.914,527.703,583.725,136.653,180.465,2835.13
1221.68,233.082,545.389,600.58,140.397,186.288,2927.42
1252.33,239.289,558.345,612.575,143.167,190.384,2996.09
1290.66,246.378,576.101,633.134,147.232,196.731,3090.24
1270.17,244.192,575.027,592.16,148.557,193.638,3023.74
1247.4,237.65,567.26,587.8,146.374,191.036,2977.52
1021.94,192.696,480.768,466.924,128.557,162.148,2453.03
873.279,158.272,413.864,412.288,116.99,139.819,2114.51
817.622,144.785,390.984,400.216,114.248,132.446,2000.3
756.167,129.488,363.182,383.033,109.686,122.987,1864.54
727.293,119.005,347.233,384.238,106.728,117.886,1802.38
652.158,104.912,314.612,346.909,100.712,105.126,1624.43
574.062,87.4234,277.991,317.844,92.8379,92.0624,1442.22
500.617,71.2833,244.143,289.711,85.5461,80.5172,1271.82
395.131,47.6157,197.314,252.251,75.9383,65.5438,1033.79
230.034,4.52353,125.16,209.471,60.1284,46.2339,675.551
365.742,38.2632,177.216,266.285,66.8766,63.5395,977.922
535.082,80.0796,250.588,318.968,79.9065,87.265,1351.89
657.708,109.188,305.491,361.2,90.7974,105.719,1630.1
691.997,116.58,323.846,377.501,94.0718,112.814,1716.81
819.178,142.322,376.672,458.641,103.73,133.109,2033.65
951.95,172.884,433.302,504.36,115.658,150.988,2329.14
1031.49,190.022,465.004,532.374,121.585,160.868,2501.34
1086.35,201.986,489.085,553.247,126.607,168.687,2625.96
1200.91,227.097,538.638,599.166,137.872,184.94,2888.62
1257.48,238.868,563.063,622.341,143.235,192.872,3017.86
1269.39,240.366,568.514,628.662,144.132,194.641,3045.71
1248.51,234.072,560.43,624.815,142.081,192.31,3002.22
1130.39,210.433,514.95,541.027,132.916,173.813,2703.53
1068.22,189.024,487.012,525.96,123.781,164.484,2558.48
1014.85,172.176,475.944,493.439,120.725,162.75,2439.89
967.633,159.483,459.732,482.422,120.927,159.043,2349.24
866.893,136.622,419.541,452.678,114.238,146.71,2136.68
972.825,160.987,466.309,499.652,127.715,162.019,2389.51
1025.53,170.739,488.062,531.703,134.011,169.488,2519.54
981.237,161.183,466.813,513.547,129.921,161.469,2414.17
984.161,162.175,467.849,514.535,130.871,161.262,2420.85
904.376,144.282,432.202,484.328,123.182,149.286,2237.66
832.765,127.442,401.407,463.111,117.264,139.907,2081.9
687.669,91.7477,340.719,425.921,105.036,122.549,1773.64
947.429,148.328,446.3,582.921,122.645,162.469,2410.09
1135.81,192.04,522.336,643.643,135.426,186.587,2815.84
1184.81,203.906,539.277,652.485,137.207,190.824,2908.51
1226.66,211.981,558.106,670.974,140.496,197.188,3005.4
1378,246.333,621.837,723.131,154.002,216.802,3340.11
1522.49,278.89,682.851,774.17,167.021,235.431,3660.85
1610.1,299.836,715.205,793.716,173.688,243.541,3836.08
1685.13,316.342,745.908,821.071,180.473,253.575,4002.5
1777.62,335.436,788.664,866.537,190.075,269.249,4227.58
1851.29,351.167,820.124,896.178,197.033,279.922,4395.72
1883.83,357.651,833.904,909.132,199.807,284.62,4468.94
1879.65,356.175,831.051,906.058,198.949,283.475,4455.36
1794.85,336.533,796.568,874.466,190.958,272.393,4265.76
1704.48,315.784,760.363,842.501,181.935,260.74,4065.8
1498.73,267.963,672.646,732.393,160.513,228.868,3561.12
1338.67,233.031,607.753,671.294,148.111,208.579,3207.43
1284.65,220.766,586.474,667.689,146.574,203.248,3109.4
1305.56,223.311,596.869,692.866,151.641,207.58,3177.83
1277.39,214.719,585.732,691.034,150.758,203.906,3123.54
1165.59,190.259,533.736,637.342,139.739,184.724,2851.39
1065.61,169.038,488.284,590.307,130.063,168.285,2611.58
959.247,145.938,441.262,547.122,120.264,152.318,2366.15
871.16,125.777,404.496,524.199,113.575,141.577,2180.78
700.327,86.084,332.738,477.722,99.6532,120.843,1817.37
796.939,112.788,366.776,508.38,102.834,132.178,2019.89
975.579,155.959,443.794,572.483,116.748,158.137,2422.7
1040.57,172.16,471.863,593.162,121.281,167.474,2566.51
972.622,157.914,440.925,557.429,113.166,156.647,2398.7
1102,188.682,496.309,599.088,125.089,173.84,2685.01
1260.36,225.375,565.255,656.355,140.395,195.84,3043.58
1370.03,251.593,612.694,691.097,150.873,210.188,3286.48
1406.56,259.686,628.915,704.161,154.271,214.969,3368.56
1407.35,260.018,628.275,700.702,153.977,214.223,3364.55
1390.3,256.622,619.228,688.977,151.948,210.807,3317.88
1436.31,266.11,641.913,713.678,157.359,219.421,3434.79
1477.31,273.927,662.069,738.304,162.392,227.394,3541.4
1397.33,260.253,631.823,659.621,157.485,213.606,3320.12
1179.7,212.099,533.906,572.105,134.564,180.963,2813.34
930.858,163.384,441.896,436.128,114.417,148.464,2235.15
742.4,122.758,359.799,366.703,100.32,122.351,1814.33
577.731,86.575,285.929,316.092,86.8383,97.6923,1450.86
412.806,48.57,210.958,264.796,72.1545,72.1457,1081.43
266.39,15.0291,143.865,214.301,58.8582,50.1799,748.624
162.411,0.457497,96.4884,175.979,49.8122,32.6138,517.763
74.5866,0,55.494,141.367,42.0982,18.3102,331.856
50.4199,0,31.6244,118.375,37.645,8.91934,246.984
48.0425,0,30.1535,97.0555,33.3248,6.72039,215.297
45.6129,0,28.6233,70.1274,27.3613,7.16139,178.886
68.3072,0,35.8807,120.271,36.9006,11.2878,272.648
166.685,0,108.413,231.571,63.2877,48.1775,618.135
656.996,104.129,308.105,375.996,99.9259,108.353,1653.5
842.104,150.964,390.169,446.104,115.77,135.72,2080.83
981.959,177.353,446.962,540.97,123.667,157.763,2428.67
1148.4,213.174,520.397,600.546,137.297,181.536,2801.35
1288.26,242.346,580.308,652.663,148.171,200.794,3112.54
1412.34,267.192,637.467,709.162,159.264,220.308,3405.73
1435.08,269.974,648.073,719.933,159.904,223.676,3456.64
1445.97,270.221,653.597,726.702,159.71,225.415,3481.61
1521.58,284.343,688.102,763.387,166.614,237.029,3661.05
1521.92,276.876,688.094,773.12,164.17,236.915,3661.1
1461.38,262.249,664.472,698.748,158.879,225.017,3470.75
1421.74,251.839,646.528,684.083,154.082,219.432,3377.7
1205.16,208.66,567.862,555.611,138.507,191.19,2866.99
947.454,151.983,456.633,455.267,116.936,155.828,2284.1
803.842,121.761,391.854,403.456,105.39,134.194,1960.5
664.822,91.9024,329.347,357.43,93.6501,113.101,1650.25
526.395,62.0238,267.591,312.214,81.6256,93.5768,1343.43
404.328,37.1456,212.02,267.199,70.8765,73.1252,1064.69
269.415,9.66125,151.243,216.58,58.7819,52.6922,758.374
58.8627,0,42.4419,112.347,30.1305,14.5251,258.307
38.6982,0,24.1769,65.2644,19.9807,5.69848,153.819
40.3035,0,25.1311,50.643,20.0847,6.10502,142.267
47.784,0,27.2769,60.0347,21.1797,8.91572,165.191
65.8917,0,34.5936,125.869,35.2503,11.7498,273.355
